file_path,line_number,raw_value,context_snippet,why_hardcoded,proposed_token_or_remediation_path
components/CategorizedHashtagInput.tsx,461,#374151,"          font-size: 1.125rem;
          font-weight: 600;
          color: #374151;
          margin-bottom: 0.5rem;
        }",Color value hardcoded instead of using design token,var(--mm-gray-700)
components/CategorizedHashtagInput.tsx,470,#6366f1,"        
        .empty-subtitle a {
          color: #6366f1;
          text-decoration: none;
          font-weight: 500;",Color value hardcoded instead of using design token,var(--mm-color-primary-600)
components/ColorPickerField.tsx,33,#000000,"  
  // Extract RGB portion for color picker (HTML5 color input only supports 6-char hex)
  const rgbValue = value.length >= 7 ? value.slice(0, 7) : '#000000';
  
  // Extract alpha as percentage (las",Color value hardcoded instead of using design token,var(--mm-color-*)
components/SimpleHashtagInput.tsx,37,#667eea,"  // Fixed categories - no API calls to avoid complexity
  const categories = [
    { name: 'city', color: '#667eea' },
    { name: 'event', color: '#764ba2' },
    { name: 'year', color: '#f093fb' },",Color value hardcoded instead of using design token,var(--mm-color-*)
components/SimpleHashtagInput.tsx,38,#764ba2,"  const categories = [
    { name: 'city', color: '#667eea' },
    { name: 'event', color: '#764ba2' },
    { name: 'year', color: '#f093fb' },
    { name: 'status', color: '#43e97b' }",Color value hardcoded instead of using design token,var(--mm-color-*)
components/SimpleHashtagInput.tsx,39,#f093fb,"    { name: 'city', color: '#667eea' },
    { name: 'event', color: '#764ba2' },
    { name: 'year', color: '#f093fb' },
    { name: 'status', color: '#43e97b' }
  ];",Color value hardcoded instead of using design token,var(--mm-color-*)
components/SimpleHashtagInput.tsx,40,#43e97b,"    { name: 'event', color: '#764ba2' },
    { name: 'year', color: '#f093fb' },
    { name: 'status', color: '#43e97b' }
  ];
",Color value hardcoded instead of using design token,var(--mm-color-*)
components/SimpleHashtagInput.tsx,98,#667eea,"
  const getCurrentCategoryColor = () => {
    if (selectedCategory === 'general') return '#667eea';
    return categories.find(c => c.name === selectedCategory)?.color || '#667eea';
  };",Color value hardcoded instead of using design token,var(--mm-color-*)
components/SimpleHashtagInput.tsx,99,#667eea,"  const getCurrentCategoryColor = () => {
    if (selectedCategory === 'general') return '#667eea';
    return categories.find(c => c.name === selectedCategory)?.color || '#667eea';
  };
",Color value hardcoded instead of using design token,var(--mm-color-*)
components/SimpleHashtagInput.tsx,200,#667eea,"                      width: '12px',
                      height: '12px',
                      backgroundColor: category?.color || '#667eea',
                      borderRadius: '50%'
              ",Color value hardcoded instead of using design token,var(--mm-color-*)
components/SimpleHashtagInput.tsx,232,#e5e7eb,"          padding: 1.5rem;
          background: rgba(255, 255, 255, 0.9);
          border: 1px solid #e5e7eb;
          border-radius: 12px;
          display: grid;",Color value hardcoded instead of using design token,var(--mm-color-*)
components/SimpleHashtagInput.tsx,245,#374151,"        .category-selector label {
          font-weight: 600;
          color: #374151;
          font-size: 0.875rem;
        }",Color value hardcoded instead of using design token,var(--mm-gray-700)
components/SimpleHashtagInput.tsx,313,#374151,"          margin: 0;
          font-size: 0.875rem;
          color: #374151;
        }
        ",Color value hardcoded instead of using design token,var(--mm-gray-700)
components/FormattingControls.tsx,127,#e5e7eb,"        .formatting-group {
          background: white;
          border: 1px solid #e5e7eb;
          border-radius: 0.5rem;
          padding: 1rem;",Color value hardcoded instead of using design token,var(--mm-color-*)
components/FormattingControls.tsx,138,#6b7280,"        
        .formatting-group-title {
          color: #6b7280;
          font-size: 0.875rem;
          font-weight: 600;",Color value hardcoded instead of using design token,var(--mm-gray-500)
components/FormattingControls.tsx,180,#374151,"        
        .formatting-checkbox span {
          color: #374151;
          font-size: 0.875rem;
          font-weight: 500;",Color value hardcoded instead of using design token,var(--mm-gray-700)
components/UnifiedHashtagInput.tsx,284,#667eea,"  
  const getCurrentCategoryColor = () => {
    if (selectedCategory === 'general') return '#667eea'; // Default color
    const category = loadedCategories.find(cat => cat.name === selectedCategory)",Color value hardcoded instead of using design token,var(--mm-color-*)
components/UnifiedHashtagInput.tsx,286,#667eea,"    if (selectedCategory === 'general') return '#667eea'; // Default color
    const category = loadedCategories.find(cat => cat.name === selectedCategory);
    return category?.color || '#667eea';
  ",Color value hardcoded instead of using design token,var(--mm-color-*)
components/UnifiedHashtagInput.tsx,306,#667eea,"                // WHY: Each category has a unique color stored in MongoDB
                // eslint-disable-next-line react/forbid-dom-props
                style={{ backgroundColor: (typeof category",Color value hardcoded instead of using design token,var(--mm-color-*)
components/UnifiedHashtagInput.tsx,470,#374151,"          font-size: 0.875rem;
          font-weight: 600;
          color: #374151;
        }
        ",Color value hardcoded instead of using design token,var(--mm-gray-700)
components/UnifiedHashtagInput.tsx,479,#1a202c,"          border-radius: 8px;
          background: white;
          color: #1a202c;
          font-weight: 500;
          cursor: pointer;",Color value hardcoded instead of using design token,var(--mm-gray-900)
components/UnifiedHashtagInput.tsx,512,#1a202c,"          border-radius: 8px;
          background: white;
          color: #1a202c;
          transition: all 0.2s ease;
        }",Color value hardcoded instead of using design token,var(--mm-gray-900)
components/UnifiedHashtagInput.tsx,522,#9ca3af,"        
        .hashtag-input::placeholder {
          color: #9ca3af;
        }
        ",Color value hardcoded instead of using design token,var(--mm-color-*)
components/UnifiedHashtagInput.tsx,564,#1a202c,"        .hashtag-suggestion-text {
          font-weight: 500;
          color: #1a202c;
        }
        ",Color value hardcoded instead of using design token,var(--mm-gray-900)
components/UnifiedHashtagInput.tsx,569,#6b7280,"        .hashtag-suggestion-label {
          font-size: 0.75rem;
          color: #6b7280;
          background: rgba(107, 114, 128, 0.1);
          padding: 0.25rem 0.5rem;",Color value hardcoded instead of using design token,var(--mm-gray-500)
components/UnifiedHashtagInput.tsx,580,#059669,"        .hashtag-suggestion.new .hashtag-suggestion-label {
          background: rgba(34, 197, 94, 0.1);
          color: #059669;
        }
        ",Color value hardcoded instead of using design token,var(--mm-color-*)
components/UnifiedHashtagInput.tsx,585,#2563eb,"        .hashtag-suggestion.existing .hashtag-suggestion-label {
          background: rgba(59, 130, 246, 0.1);
          color: #2563eb;
        }
        ",Color value hardcoded instead of using design token,var(--mm-color-*)
components/UnifiedHashtagInput.tsx,590,#6b7280,"        .target-category {
          font-size: 0.75rem;
          color: #6b7280;
          font-weight: 500;
        }",Color value hardcoded instead of using design token,var(--mm-gray-500)
components/UnifiedHashtagInput.tsx,627,#374151,"          font-size: 0.875rem;
          font-weight: 600;
          color: #374151;
        }
        ",Color value hardcoded instead of using design token,var(--mm-gray-700)
components/UnifiedHashtagInput.tsx,632,#6b7280,"        .group-count {
          font-size: 0.75rem;
          color: #6b7280;
          font-weight: 500;
        }",Color value hardcoded instead of using design token,var(--mm-gray-500)
components/CategorizedHashtagBubble.tsx,30,#6b7280,"  
  const categoryColor = category ? getCategoryColor(category) : undefined;
  const defaultColor = '#6b7280'; // Default gray for general/unknown
  
  return (",Color value hardcoded instead of using design token,var(--mm-gray-500)
components/ImageLightbox.tsx,21,#ffffff,"export default function ImageLightbox({ imageUrl, alt, isOpen, onClose }: ImageLightboxProps) {
  // WHAT: Default to white with 85% opacity (matches DEFAULT_PAGE_STYLE_ENHANCED)
  // WHY: System defa",Color value hardcoded instead of using design token,var(--mm-color-*)
components/StandardState.tsx,19,#6366f1,"  // Map variant to accent color for ColoredCard
  const accentColor = {
    loading: '#6366f1', // Indigo
    empty: '#94a3b8',   // Slate
    error: '#ef4444',   // Red",Color value hardcoded instead of using design token,var(--mm-color-primary-600)
components/StandardState.tsx,20,#94a3b8,"  const accentColor = {
    loading: '#6366f1', // Indigo
    empty: '#94a3b8',   // Slate
    error: '#ef4444',   // Red
  }[variant];",Color value hardcoded instead of using design token,var(--mm-color-*)
components/StandardState.tsx,21,#ef4444,"    loading: '#6366f1', // Indigo
    empty: '#94a3b8',   // Slate
    error: '#ef4444',   // Red
  }[variant];
",Color value hardcoded instead of using design token,var(--mm-color-error-500)
components/UnifiedCardView.tsx,50,#3b82f6,"  emptyIcon = '📋',
  className = '',
  accentColor = '#3b82f6',
}: UnifiedCardViewProps<T>) {
  ",Color value hardcoded instead of using design token,var(--mm-color-primary-500)
components/PageStyleEditor.tsx,112,#ffffff,"      updateField(`${bgKey}.gradientAngle`, 135);
      updateField(`${bgKey}.gradientStops`, [
        { color: current.solidColor || '#ffffff', position: 0 },
        { color: '#000000', position: 1",Color value hardcoded instead of using design token,var(--mm-color-*)
components/PageStyleEditor.tsx,113,#000000,"      updateField(`${bgKey}.gradientStops`, [
        { color: current.solidColor || '#ffffff', position: 0 },
        { color: '#000000', position: 100 }
      ]);
    } else {",Color value hardcoded instead of using design token,var(--mm-color-*)
components/PageStyleEditor.tsx,117,#ffffff,"    } else {
      updateField(`${bgKey}.type`, 'solid');
      updateField(`${bgKey}.solidColor`, current.gradientStops?.[0]?.color || '#ffffff');
    }
  };",Color value hardcoded instead of using design token,var(--mm-color-*)
components/PageStyleEditor.tsx,233,#ffffff,"                          type=""color""
                          className={styles.colorPicker}
                          value={formData.pageBackground.solidColor || '#ffffff'}
                      ",Color value hardcoded instead of using design token,var(--mm-color-*)
components/PageStyleEditor.tsx,240,#ffffff,"                          type=""text""
                          className={styles.colorText}
                          value={formData.pageBackground.solidColor || '#ffffff'}
                         ",Color value hardcoded instead of using design token,var(--mm-color-*)
components/PageStyleEditor.tsx,242,#ffffff,"                          value={formData.pageBackground.solidColor || '#ffffff'}
                          onChange={(e) => updateField('pageBackground.solidColor', e.target.value)}
                 ",Color value hardcoded instead of using design token,var(--mm-color-*)
components/PageStyleEditor.tsx,310,#ffffff,"                          type=""color""
                          className={styles.colorPicker}
                          value={formData.heroBackground.solidColor || '#ffffff'}
                      ",Color value hardcoded instead of using design token,var(--mm-color-*)
components/PageStyleEditor.tsx,317,#ffffff,"                          type=""text""
                          className={styles.colorText}
                          value={formData.heroBackground.solidColor || '#ffffff'}
                         ",Color value hardcoded instead of using design token,var(--mm-color-*)
components/PageStyleEditor.tsx,319,#ffffff,"                          value={formData.heroBackground.solidColor || '#ffffff'}
                          onChange={(e) => updateField('heroBackground.solidColor', e.target.value)}
                 ",Color value hardcoded instead of using design token,var(--mm-color-*)
components/PageStyleEditor.tsx,336,#ffffff,"                        type=""color""
                        className={styles.colorPicker}
                        value={formData.contentBoxBackground.solidColor || '#ffffff'}
                      ",Color value hardcoded instead of using design token,var(--mm-color-*)
components/PageStyleEditor.tsx,343,#ffffff,"                        type=""text""
                        className={styles.colorText}
                        value={formData.contentBoxBackground.solidColor || '#ffffff'}
                        o",Color value hardcoded instead of using design token,var(--mm-color-*)
components/PageStyleEditor.tsx,345,#ffffff,"                        value={formData.contentBoxBackground.solidColor || '#ffffff'}
                        onChange={(e) => updateField('contentBoxBackground.solidColor', e.target.value)}
         ",Color value hardcoded instead of using design token,var(--mm-color-*)
components/AdminPageHero.tsx,109,#3b82f6,"                  const getBadgeColor = (variant: string) => {
                    switch (variant) {
                      case 'primary': return { bg: '#3b82f6', text: '#ffffff' };
                 ",Color value hardcoded instead of using design token,var(--mm-color-primary-500)
components/AdminPageHero.tsx,110,#6b7280,"                    switch (variant) {
                      case 'primary': return { bg: '#3b82f6', text: '#ffffff' };
                      case 'secondary': return { bg: '#6b7280', text: '#ffffff' ",Color value hardcoded instead of using design token,var(--mm-gray-500)
components/AdminPageHero.tsx,111,#10b981,"                      case 'primary': return { bg: '#3b82f6', text: '#ffffff' };
                      case 'secondary': return { bg: '#6b7280', text: '#ffffff' };
                      case 'success'",Color value hardcoded instead of using design token,var(--mm-color-success-500)
components/AdminPageHero.tsx,112,#f59e0b,"                      case 'secondary': return { bg: '#6b7280', text: '#ffffff' };
                      case 'success': return { bg: '#10b981', text: '#ffffff' };
                      case 'warning'",Color value hardcoded instead of using design token,var(--mm-color-warning-500)
components/AdminPageHero.tsx,113,#ef4444,"                      case 'success': return { bg: '#10b981', text: '#ffffff' };
                      case 'warning': return { bg: '#f59e0b', text: '#ffffff' };
                      case 'danger': r",Color value hardcoded instead of using design token,var(--mm-color-error-500)
components/AdminPageHero.tsx,114,#6b7280,"                      case 'warning': return { bg: '#f59e0b', text: '#ffffff' };
                      case 'danger': return { bg: '#ef4444', text: '#ffffff' };
                      default: return {",Color value hardcoded instead of using design token,var(--mm-gray-500)
components/ChartConfiguration.tsx,338,#1f2937,"        .config-title h3 {
          margin: 0 0 0.5rem 0;
          color: #1f2937;
          font-size: 1.5rem;
        }",Color value hardcoded instead of using design token,var(--mm-color-*)
components/ChartConfiguration.tsx,344,#6b7280,"        .config-title p {
          margin: 0;
          color: #6b7280;
          font-size: 0.9rem;
        }",Color value hardcoded instead of using design token,var(--mm-gray-500)
components/ChartConfiguration.tsx,353,#6b7280,"          gap: 0.25rem;
          font-size: 0.8rem;
          color: #6b7280;
        }
",Color value hardcoded instead of using design token,var(--mm-gray-500)
components/ChartConfiguration.tsx,367,#dc2626,"          background: rgba(239, 68, 68, 0.1);
          border: 1px solid rgba(239, 68, 68, 0.3);
          color: #dc2626;
          padding: 1rem;
          border-radius: 8px;",Color value hardcoded instead of using design token,var(--mm-color-*)
components/ChartConfiguration.tsx,394,#6b7280,"          cursor: pointer;
          font-weight: 500;
          color: #6b7280;
          transition: all 0.2s;
          display: flex;",Color value hardcoded instead of using design token,var(--mm-gray-500)
components/ChartConfiguration.tsx,402,#667eea,"
        .tab-button.active {
          background: linear-gradient(135deg, #667eea 0%, #764ba2 100%);
          color: white;
        }",Color value hardcoded instead of using design token,var(--mm-color-*)
components/ChartConfiguration.tsx,408,#667eea,"        .tab-button:hover:not(.active) {
          background: rgba(102, 126, 234, 0.1);
          color: #667eea;
        }
",Color value hardcoded instead of using design token,var(--mm-color-*)
components/ChartConfiguration.tsx,420,#1f2937,"        .algorithms-section h4 {
          margin: 0 0 1.5rem 0;
          color: #1f2937;
        }
",Color value hardcoded instead of using design token,var(--mm-color-*)
components/ChartConfiguration.tsx,451,#1f2937,"        .algorithm-title h4 {
          margin: 0 0 0.25rem 0;
          color: #1f2937;
          font-size: 1rem;
        }",Color value hardcoded instead of using design token,var(--mm-color-*)
components/ChartConfiguration.tsx,457,#6b7280,"        .algorithm-description {
          margin: 0;
          color: #6b7280;
          font-size: 0.9rem;
        }",Color value hardcoded instead of using design token,var(--mm-gray-500)
components/ChartConfiguration.tsx,487,#ccc,"          right: 0;
          bottom: 0;
          background-color: #ccc;
          transition: .4s;
          border-radius: 24px;",Color value hardcoded instead of using design token,var(--mm-color-*)
components/ChartConfiguration.tsx,505,#667eea,"
        input:checked + .toggle-slider {
          background: linear-gradient(135deg, #667eea 0%, #764ba2 100%);
        }
",Color value hardcoded instead of using design token,var(--mm-color-*)
components/ChartConfiguration.tsx,523,#6b7280,"          justify-content: center;
          font-size: 0.8rem;
          color: #6b7280;
          transition: all 0.2s;
        }",Color value hardcoded instead of using design token,var(--mm-gray-500)
components/ChartConfiguration.tsx,530,#667eea,"          background: rgba(102, 126, 234, 0.1);
          border-color: rgba(102, 126, 234, 0.3);
          color: #667eea;
        }
",Color value hardcoded instead of using design token,var(--mm-color-*)
components/ChartConfiguration.tsx,545,#1f2937,"        .formula-section h5 {
          margin: 0 0 0.5rem 0;
          color: #1f2937;
          font-size: 0.9rem;
        }",Color value hardcoded instead of using design token,var(--mm-color-*)
components/ChartConfiguration.tsx,555,#374151,"          font-family: 'Monaco', 'Menlo', monospace;
          font-size: 0.85rem;
          color: #374151;
          display: block;
          border-left: 3px solid #667eea;",Color value hardcoded instead of using design token,var(--mm-gray-700)
components/ChartConfiguration.tsx,557,#667eea,"          color: #374151;
          display: block;
          border-left: 3px solid #667eea;
        }
",Color value hardcoded instead of using design token,var(--mm-color-*)
components/ChartConfiguration.tsx,562,#1f2937,"        .parameters-section h5 {
          margin: 0 0 1rem 0;
          color: #1f2937;
          font-size: 0.9rem;
        }",Color value hardcoded instead of using design token,var(--mm-color-*)
components/ChartConfiguration.tsx,580,#374151,"        .parameter-label {
          font-weight: 500;
          color: #374151;
          font-size: 0.9rem;
        }",Color value hardcoded instead of using design token,var(--mm-gray-700)
components/ChartConfiguration.tsx,587,#6b7280,"          display: block;
          font-weight: normal;
          color: #6b7280;
          font-size: 0.8rem;
          margin-top: 0.25rem;",Color value hardcoded instead of using design token,var(--mm-gray-500)
components/ChartConfiguration.tsx,608,#667eea,"        .parameter-input:focus {
          outline: none;
          border-color: #667eea;
          box-shadow: 0 0 0 3px rgba(102, 126, 234, 0.1);
        }",Color value hardcoded instead of using design token,var(--mm-color-*)
components/ChartConfiguration.tsx,614,#6b7280,"        .parameter-unit {
          font-weight: 500;
          color: #6b7280;
          min-width: 20px;
        }",Color value hardcoded instead of using design token,var(--mm-gray-500)
components/ChartConfiguration.tsx,620,#9ca3af,"        .parameter-range {
          font-size: 0.75rem;
          color: #9ca3af;
        }
",Color value hardcoded instead of using design token,var(--mm-color-*)
components/ChartConfiguration.tsx,635,#f3f4f6,"          width: 40px;
          height: 40px;
          border: 4px solid #f3f4f6;
          border-top: 4px solid #667eea;
          border-radius: 50%;",Color value hardcoded instead of using design token,var(--mm-color-*)
components/ChartConfiguration.tsx,636,#667eea,"          height: 40px;
          border: 4px solid #f3f4f6;
          border-top: 4px solid #667eea;
          border-radius: 50%;
          animation: spin 1s linear infinite;",Color value hardcoded instead of using design token,var(--mm-color-*)
components/StatsCharts.tsx,121,#ff6b9d,"     Why: Transform stats into PieChartData format with original colors */
  const genderData: PieChartData[] = [
    { label: 'Female', value: stats.female, color: '#ff6b9d' },
    { label: 'Male', v",Color value hardcoded instead of using design token,var(--mm-color-*)
components/StatsCharts.tsx,122,#4a90e2,"  const genderData: PieChartData[] = [
    { label: 'Female', value: stats.female, color: '#ff6b9d' },
    { label: 'Male', value: stats.male, color: '#4a90e2' }
  ];
  ",Color value hardcoded instead of using design token,var(--mm-color-*)
components/StatsCharts.tsx,151,#3b82f6,"  const remoteFans = getRemoteFans(stats);
  const locationData: PieChartData[] = [
    { label: 'Remote Fans', value: remoteFans, color: '#3b82f6' },
    { label: 'Stadium Fans', value: stats.stadium",Color value hardcoded instead of using design token,var(--mm-color-primary-500)
components/StatsCharts.tsx,152,#f59e0b,"  const locationData: PieChartData[] = [
    { label: 'Remote Fans', value: remoteFans, color: '#3b82f6' },
    { label: 'Stadium Fans', value: stats.stadium, color: '#f59e0b' }
  ];
  ",Color value hardcoded instead of using design token,var(--mm-color-warning-500)
components/StatsCharts.tsx,183,#06b6d4,"  
  const ageData: PieChartData[] = [
    { label: 'Under 40', value: under40Total, color: '#06b6d4' },
    { label: 'Over 40', value: over40Total, color: '#f97316' }
  ];",Color value hardcoded instead of using design token,var(--mm-color-*)
components/StatsCharts.tsx,184,#f97316,"  const ageData: PieChartData[] = [
    { label: 'Under 40', value: under40Total, color: '#06b6d4' },
    { label: 'Over 40', value: over40Total, color: '#f97316' }
  ];
  ",Color value hardcoded instead of using design token,var(--mm-color-*)
components/StatsCharts.tsx,216,#7b68ee,"  
  const merchData: VerticalBarChartData[] = [
    { label: 'Jersey', value: stats.jersey, color: '#7b68ee' },
    { label: 'Scarf', value: stats.scarf, color: '#ff6b9d' },
    { label: 'Flags', val",Color value hardcoded instead of using design token,var(--mm-color-*)
components/StatsCharts.tsx,217,#ff6b9d,"  const merchData: VerticalBarChartData[] = [
    { label: 'Jersey', value: stats.jersey, color: '#7b68ee' },
    { label: 'Scarf', value: stats.scarf, color: '#ff6b9d' },
    { label: 'Flags', value:",Color value hardcoded instead of using design token,var(--mm-color-*)
components/StatsCharts.tsx,218,#ffa726,"    { label: 'Jersey', value: stats.jersey, color: '#7b68ee' },
    { label: 'Scarf', value: stats.scarf, color: '#ff6b9d' },
    { label: 'Flags', value: stats.flags, color: '#ffa726' },
    { label:",Color value hardcoded instead of using design token,var(--mm-color-*)
components/StatsCharts.tsx,219,#66bb6a,"    { label: 'Scarf', value: stats.scarf, color: '#ff6b9d' },
    { label: 'Flags', value: stats.flags, color: '#ffa726' },
    { label: 'Baseball Cap', value: stats.baseballCap, color: '#66bb6a' },
 ",Color value hardcoded instead of using design token,var(--mm-color-*)
components/StatsCharts.tsx,220,#ef5350,"    { label: 'Flags', value: stats.flags, color: '#ffa726' },
    { label: 'Baseball Cap', value: stats.baseballCap, color: '#66bb6a' },
    { label: 'Other', value: stats.other, color: '#ef5350' }
  ",Color value hardcoded instead of using design token,var(--mm-color-*)
components/StatsCharts.tsx,258,#3b82f6,"  
  const visitorData: PieChartData[] = [
    { label: 'QR + Short URL', value: qrAndShortUrl, color: '#3b82f6' },
    { label: 'Other', value: otherVisits, color: '#f59e0b' }
  ];",Color value hardcoded instead of using design token,var(--mm-color-primary-500)
components/StatsCharts.tsx,259,#f59e0b,"  const visitorData: PieChartData[] = [
    { label: 'QR + Short URL', value: qrAndShortUrl, color: '#3b82f6' },
    { label: 'Other', value: otherVisits, color: '#f59e0b' }
  ];
  ",Color value hardcoded instead of using design token,var(--mm-color-warning-500)
components/StatsCharts.tsx,309,#3b82f6,"  
  const valueData: VerticalBarChartData[] = [
    { label: 'CPM', value: valuePropValue, color: '#3b82f6' },
    { label: 'eDM', value: directValue, color: '#10b981' },
    { label: 'Ads', value: d",Color value hardcoded instead of using design token,var(--mm-color-primary-500)
components/StatsCharts.tsx,310,#10b981,"  const valueData: VerticalBarChartData[] = [
    { label: 'CPM', value: valuePropValue, color: '#3b82f6' },
    { label: 'eDM', value: directValue, color: '#10b981' },
    { label: 'Ads', value: dire",Color value hardcoded instead of using design token,var(--mm-color-success-500)
components/StatsCharts.tsx,311,#f59e0b,"    { label: 'CPM', value: valuePropValue, color: '#3b82f6' },
    { label: 'eDM', value: directValue, color: '#10b981' },
    { label: 'Ads', value: directAdsValue, color: '#f59e0b' },
    { label: '",Color value hardcoded instead of using design token,var(--mm-color-warning-500)
components/StatsCharts.tsx,312,#8b5cf6,"    { label: 'eDM', value: directValue, color: '#10b981' },
    { label: 'Ads', value: directAdsValue, color: '#f59e0b' },
    { label: 'U40 Eng.', value: under40EngagedValue, color: '#8b5cf6' },
    ",Color value hardcoded instead of using design token,var(--mm-color-secondary-500)
components/StatsCharts.tsx,313,#ef4444,"    { label: 'Ads', value: directAdsValue, color: '#f59e0b' },
    { label: 'U40 Eng.', value: under40EngagedValue, color: '#8b5cf6' },
    { label: 'Branding', value: brandAwarenessValue, color: '#ef",Color value hardcoded instead of using design token,var(--mm-color-error-500)
components/StatsCharts.tsx,356,#3b82f6,"  
  const valueData: VerticalBarChartData[] = [
    { label: 'Viewed', value: valuePropViewed, color: '#3b82f6' },
    { label: 'Visited', value: valuePropPurchases, color: '#10b981' }
  ];",Color value hardcoded instead of using design token,var(--mm-color-primary-500)
components/StatsCharts.tsx,357,#10b981,"  const valueData: VerticalBarChartData[] = [
    { label: 'Viewed', value: valuePropViewed, color: '#3b82f6' },
    { label: 'Visited', value: valuePropPurchases, color: '#10b981' }
  ];
  ",Color value hardcoded instead of using design token,var(--mm-color-success-500)
components/StatsCharts.tsx,419,#8b5cf6,"  
  const engagementData: VerticalBarChartData[] = [
    { label: 'Engaged', value: fanEngagement, color: '#8b5cf6' },
    { label: 'Interactive', value: fanInteraction, color: '#f59e0b' },
    { lab",Color value hardcoded instead of using design token,var(--mm-color-secondary-500)
components/StatsCharts.tsx,420,#f59e0b,"  const engagementData: VerticalBarChartData[] = [
    { label: 'Engaged', value: fanEngagement, color: '#8b5cf6' },
    { label: 'Interactive', value: fanInteraction, color: '#f59e0b' },
    { label:",Color value hardcoded instead of using design token,var(--mm-color-warning-500)
components/StatsCharts.tsx,421,#10b981,"    { label: 'Engaged', value: fanEngagement, color: '#8b5cf6' },
    { label: 'Interactive', value: fanInteraction, color: '#f59e0b' },
    { label: 'Front-runners', value: frontRunners, color: '#10b",Color value hardcoded instead of using design token,var(--mm-color-success-500)
components/StatsCharts.tsx,422,#ef4444,"    { label: 'Interactive', value: fanInteraction, color: '#f59e0b' },
    { label: 'Front-runners', value: frontRunners, color: '#10b981' },
    { label: 'Fanaticals', value: fanaticals, color: '#ef4",Color value hardcoded instead of using design token,var(--mm-color-error-500)
components/StatsCharts.tsx,423,#06b6d4,"    { label: 'Front-runners', value: frontRunners, color: '#10b981' },
    { label: 'Fanaticals', value: fanaticals, color: '#ef4444' },
    { label: 'Casuals', value: casuals, color: '#06b6d4' }
  ];",Color value hardcoded instead of using design token,var(--mm-color-*)
components/StatsCharts.tsx,479,#3b82f6,"  
  const adData: VerticalBarChartData[] = [
    { label: `Direct (${totalImages} × €9)`, value: directValue, color: '#3b82f6' },
    { label: `Ads (${totalFans} × €7)`, value: directAdsValue, color:",Color value hardcoded instead of using design token,var(--mm-color-primary-500)
components/StatsCharts.tsx,480,#10b981,"  const adData: VerticalBarChartData[] = [
    { label: `Direct (${totalImages} × €9)`, value: directValue, color: '#3b82f6' },
    { label: `Ads (${totalFans} × €7)`, value: directAdsValue, color: '#",Color value hardcoded instead of using design token,var(--mm-color-success-500)
components/StatsCharts.tsx,481,#f59e0b,"    { label: `Direct (${totalImages} × €9)`, value: directValue, color: '#3b82f6' },
    { label: `Ads (${totalFans} × €7)`, value: directAdsValue, color: '#10b981' },
    { label: `Awareness (${total",Color value hardcoded instead of using design token,var(--mm-color-warning-500)
components/HashtagEditor.tsx,49,#667eea,"  const [formData, setFormData] = useState({
    name: '',
    color: '#667eea'
  });
  const [isSubmitting, setIsSubmitting] = useState(false);",Color value hardcoded instead of using design token,var(--mm-color-*)
components/HashtagEditor.tsx,180,#667eea,"    setEditingHashtag({
      name: hashtagName,
      color: colorRecord?.color || '#667eea',
      hasColorRecord: !!colorRecord
    });",Color value hardcoded instead of using design token,var(--mm-color-*)
components/HashtagEditor.tsx,186,#667eea,"    setFormData({
      name: hashtagName,
      color: colorRecord?.color || '#667eea'
    });
    ",Color value hardcoded instead of using design token,var(--mm-color-*)
components/HashtagEditor.tsx,255,#667eea,"
  const resetForm = () => {
    setFormData({ name: '', color: '#667eea' });
    setEditingHashtag(null);
    setShowForm(false);",Color value hardcoded instead of using design token,var(--mm-color-*)
components/HashtagEditor.tsx,262,#667eea,"  const generateRandomColor = () => {
    const colors = [
      '#667eea', '#764ba2', '#f093fb', '#f5576c', '#4facfe', '#00f2fe',
      '#43e97b', '#38f9d7', '#ffecd2', '#fcb69f', '#a8edea', '#fed6e3",Color value hardcoded instead of using design token,var(--mm-color-*)
components/HashtagEditor.tsx,263,#43e97b,"    const colors = [
      '#667eea', '#764ba2', '#f093fb', '#f5576c', '#4facfe', '#00f2fe',
      '#43e97b', '#38f9d7', '#ffecd2', '#fcb69f', '#a8edea', '#fed6e3',
      '#d299c2', '#fef9d7', '#ebc0f",Color value hardcoded instead of using design token,var(--mm-color-*)
components/HashtagEditor.tsx,264,#d299c2,"      '#667eea', '#764ba2', '#f093fb', '#f5576c', '#4facfe', '#00f2fe',
      '#43e97b', '#38f9d7', '#ffecd2', '#fcb69f', '#a8edea', '#fed6e3',
      '#d299c2', '#fef9d7', '#ebc0fd', '#d9a7c7', '#96c9",Color value hardcoded instead of using design token,var(--mm-color-*)
components/HashtagEditor.tsx,387,#667eea,"              {projectHashtags.map((projectHashtag) => {
                const colorRecord = hashtagColors.find(hc => hc.name.toLowerCase() === projectHashtag.hashtag.toLowerCase());
                c",Color value hardcoded instead of using design token,var(--mm-color-*)
components/AdminDashboard.tsx,46,#10b981,"    title: 'Manage Events',
    description: 'Create, edit, delete, and organize all your events',
    accentColor: '#10b981', // var(--mm-color-secondary-500) - Green
  },
  {",Color value hardcoded instead of using design token,var(--mm-color-success-500)
components/AdminDashboard.tsx,53,#06b6d4,"    title: 'Partner Management',
    description: 'Manage clubs, federations, venues, and brands',
    accentColor: '#06b6d4', // var(--mm-chart-cyan)
  },
  {",Color value hardcoded instead of using design token,var(--mm-color-*)
